Generation,RedPheromoneIntensity,GreenPheromoneIntensity,TIMEOUT,PHEROMONE_EVAPORATION,Fitness Score
19,124.914,200.209,5173.08,61.2777,2755
19,118.016,228.579,6402.78,57.8066,68
19,121.16,238.359,4403.54,72.4198,85
19,118.499,178.234,6955.74,57.6901,64
19,135.439,226.871,5171.94,55.6366,72
19,117.996,228.647,4757.13,57.2895,279
19,127.187,235.465,3092.78,57.2515,48
19,123.591,199.61,7038.47,62.7672,74
20,118.499,178.234,3993.63,57.6901,4663
20,114.744,226.743,4646.69,87.5667,55
20,161.841,118.777,5905.31,58.4348,43
20,126.727,227.725,5787.36,75.7278,52
20,76.6823,227.145,4595.65,56.6008,51
20,112.084,156.26,4772.15,54.1024,3787
20,128.452,253.905,4491.73,49.3143,63
20,119.588,233.469,8306.99,65.1132,51
20,118.499,178.234,5300.1,57.6901,48
20,95.9126,241.072,4575.05,56.4808,44
20,124.914,200.209,6217.97,61.2777,1467
20,54.4007,213.54,4796.46,58.4572,146
20,87.7801,255,4600,65.4385,111
20,94.9197,220.205,7558.49,50.9139,55
20,117.996,228.647,1100.55,57.2895,15
20,89.3855,232.69,5408.99,63.3581,143
20,103.14,216.617,2993.17,23.44,102
20,183.625,199.909,6628.22,44.0592,44
20,54.4007,213.54,5420.53,58.4572,2801
20,125.821,115.468,6002.67,68.5027,48
21,118.499,178.234,3993.63,57.6901,4663
21,87.2487,255,4600,65.4385,111
21,72.5078,184.9,5585.09,56.2798,73
21,89.9109,221.881,3794.41,37.0358,48
21,112.084,156.26,4661.61,54.1024,35
21,89.6574,206.874,5953.75,59.8674,46
21,121.707,189.222,5759.04,55.7563,47
21,99.4382,248.036,4587.53,64.8595,55
21,130.625,202.079,6106.66,50.1695,106
21,74.6602,216.872,5797.54,54.6855,978
21,85.2373,206.874,5819.25,59.8674,49
21,116.121,225.819,5757.82,56.7638,41
21,86.4498,206.109,5118.45,58.0736,268
21,82.9989,200.759,4289.13,39.8599,36
21,123.764,152.345,5604.84,62.1295,40
21,108.106,178.234,3993.63,57.6901,90
21,86.8489,216.872,5797.54,54.6855,66
21,98.4694,213.995,4456.43,47.5547,44
21,86.243,235.284,5209.63,62.653,48
21,95.6256,204.477,5962.95,55.0185,45
22,118.499,178.234,3993.63,57.6901,4663
22,113.302,178.234,3696.8,57.4431,36
22,94.4156,219.377,4795.98,45.8607,43
22,107.623,210.728,5451.32,48.0151,34
22,82.7211,232.454,5192.54,59.7725,39
22,142.016,202.079,5802.45,50.1695,52
22,91.3133,206.491,5468.85,58.9705,216
22,108.338,207.042,5494.92,52.4275,38
22,142.016,205.567,6197.35,49.6241,41
22,111.034,192.363,4731.24,58.3303,680
22,114.233,204.094,5460.45,50.5737,928
22,89.8667,204.618,5264.39,53.7492,58
22,81.9671,206.491,5468.85,58.9705,50
22,113.418,186.98,4744.27,55.0588,51
22,113.229,200.123,5095.85,54.452,51
22,127.622,205.316,5393.09,52.3107,43
22,91.222,226.078,5503.58,58.6692,68
